McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill,Price
23058,43048,79498,5744.35,33092.5,22500,5381,20010,78840,213389,193407,5488,41495.28,10892.0238,122100,188088,0,6861,26010,53334,15315,282555,426,52060,9400,44231,66952,19258,36770,119686,105017,104304,1968.03,5050,20794,49412,66681,102,25550,5131,22104.7945,2540.51,7767.7178,11188.6272,0,37404,117703,3057.1128,14277.45,7696.5,12500,1995.3633,68643,18839.5,28157,31870,8145,2539,0,0,69.17
22563,43083,79866,4217.71,31499.5,12790,0,10690,81791,188186,154597,19158,40801.87,10542.7518,141308,188353,20312,7233,31150,53330,15261,170451,0,14090,5944,44728,67696,20004,12240,102207,72982,72874,675.97,4181.5,20836,21654,59245,0,38458,18278,0,5315.14,28262.0441,12592.4281,0,37198,0,3279.5054,20356.16,2890.5,5750,12409.7946,68990,21028.5,3112,14760,7776,2777,0,3250.6888,99.76
22792,42933,79503,3818.33,21493,12920,974,9270,75788,203156,154199,19103,38032.77,10401.1124,104472,191320,20401,7578,19190,53397,16237,220618,0,24510,9320,43354,67770,19561,12920,110583,94282,92661,0,4030,20813,21643,48940.5,0,63378,13885,0,6900.25,9098.6442,11386.5011,0,37997,20452,6873.17225,22664.37,7510.5,5810,8784.7544,68817,18489.5,7664,12660,8000,2423,0,22023.0132,83.03
23847,43262,81820,3533.9,33986.5,24330,0,16750,78450,207442,170400,19414,44846.8,10403.0332,233231,196265,20928,7586,46680,53826,15326,250473,0,75800,9393,45304,67737,20644,23520,112771,94761,94480,1413.92,6465.5,21060,21849,60084.5,314,102932,1111,0,707.25,13708.2717,13113.1202,0,37353,2537,684.06825,4828.78,3267,15670,15014.2339,60800,19269,2154,46780,8230,3007,0,0.0096,286.27
22256,43171,80610,5225.94,19955.5,8340,3266,12580,73192,188482,152609,19194,32091.67,11136.9748,93145,189603,20311,7285,20250,53805,16295,367992,0,41990,9387,47850,68002,19098,19720,76221,60072,58187,1927.71,3578,20879,21638,57652,0,0,0,0,0,11204.2944,12402.0514,0,37198,21941,0,823.21,2976.5,4800,6289.9286,68514,14860.5,15982,14360,1557,2476,0,8839.5079,45.14
0,43328,82159,4021.44,2783,10380,0,2310,81254,166466,51558,18919,39210.84,10386.1282,69793,192914,0,8461,19170,53871,17952,127278,4887,5740,9454,45083,67804,20255,0,82541,54515,54023,0,11902,0,29798,47597,0,123277,5245,0,1160.4,28624.5285,11514.5097,0,38001,0,2203.2499,6578.94,2946.5,80,10697.0811,69431,18476,0,0,8989,2324,0,21815.8075,79.96
45621,43185,81717,3943.11,25663,8870,766,20420,75873,194507,154836,19153,44366.89,9909.1132,207168,190655,20205,7462,21660,53633,18194,222784,0,50440,9383,43674,67896,19682,23100,91126,74936,73879,568.43,3098.5,0,21641,48859,0,199275,2729,0,382.31,23411.4614,12422.1929,0,37902,39083,160.924,2127.33,9947,10100,8731.9927,69134,18535.5,25017.5,42950,6434,2227,0,444.4295,85.33
0,42434,78824,5062.53,16148.5,7840,5368,8190,55080,159885,138319,12737,33784.56,9295.4666,55993,140924,18181,6903,19550,53569,11042,276354,0,43420,5944,45126,69866,18280,13410,58741,47629,47432,1077.01,626,20634,13827,29314.5,0,0,25129,0,13081.7,28880.0578,11437.0381,0,37998,0,14285.6585,34622.71,3160.5,5090,2193.9309,68077,14586.5,26069,14810,1194,2396,0,1169.046,4.74
21185,43150,80561,3574.7,0,7850,0,0,50102,137877,0,14742,34403.69,9912.4256,40085,191692,0,7672,19180,53790,17918,99541,0,0,5908,44705,67982,19830,0,103717,83989,83398,0,3783,20960,21836,47652.5,0,22693,8668,0,3651.4,29173.8191,11221.0161,0,38249,0,5888.97555,16349.41,3056.5,0,8492.7185,69423,18539,1171,0,7480,2326,0,22575.2579,120.19
0,42980,80796,5067.33,17432.5,7810,2976,8920,50565,150239,151320,19454,36502.2,10637.2924,103860,187631,19862,6823,19960,53794,17694,367983,0,18880,9383,43532,67919,20377,8090,78405,67831,67631,0,4447,20830,21647,58108,0,0,6066,0,4945.75,5021.4424,10545.1329,0,37295,0,4086.52625,15139.4,7418.5,7130,1807.4441,68571,15613.5,14949,14770,7474,2533,0,7.2591,52.31
45151,43108,81088,4820.72,26532.5,23790,0,15790,72263,198790,174203,19459,40960.78,10889.8874,106508,193190,20764,7081,37220,53842,17356,370302,0,40750,9349,45371,67513,20070,18020,112797,102278,101443,1435.49,2990,21017,29641,65059.5,0,28979,12547,0,6152.56,30245,11996.4065,0,37147,20868,4080.38445,19154.08,2938,12580,8554.2025,69033,17785.5,283,31320,4592,2528,0,16893.8592,77.64
0,43096,82406,6952.98,8287,11820,0,0,0,66080,92564,18293,31886.33,9080.2586,42177,157262,0,7086,20770,50391,18495,332257,2,14290,9383,52594,71135,20345,0,54394,48087,47449,0,7487.5,21113,24623,29804.5,0,0,34747,0,9668.3,9974.1026,11804.2249,0,37397,0,14138.3814,29224.9,3177,5380,5107.138,69727,13731,28204,0,1460,3147,0,21299.2637,24.21
47213,43276,82032,3997.88,14891,25550,0,0,53053,191389,155442,18920,46024.07,10204.4754,220625,197679,0,8765,19170,53943,17870,125823,0,47000,9452,44622,67539,20333,0,98630,72122,70578,0,10822.5,0,29373,49701,0,149360,34838,0,9821.48,26287.9649,11461.4537,0,38100,0,13014.0505,23489.66,3055,13490,16959.4157,69502,18469.5,2293,27840,10824,2379,0,24606.4887,96.75
0,43237,82001,8450.06,8626,7310,2984,8340,51233,108225,0,18031,39703.75,10534.363,160289,147280,0,3537,19170,53821,16518,165676,5136,22860,16674,49536,67402,19268,7250,58296,45270,45257,3114.04,4235,0,43473,27055.5,0,138835,12871,0,2440.82,12265.858,11869.568,13355,74392,18108,3448.74955,10760.71,4158.5,6480,8903.383,69821,13561,10907.5,10380,8373,2742,0,1023.7092,77.82
0,43239,81316,3697.73,16953.5,11450,0,0,24784,39788,105169,19473,34338.26,10782.3618,41688,173446,0,7204,19860,53817,17666,277664,0,230,5927,46412,67983,21161,6520,102257,73573,73049,1127.27,3081,21024,21652,32855,0,0,0,0,0,0,13632.652,0,37149,0,0,163.46,3023.5,900,15584.7977,69248,17612.5,18335,0,4399,2521,0,557.325,103
0,42930,80677,5061.79,17512,7860,0,12930,50662,115283,156734,19462,36552.91,10642.9274,90237,190294,19773,6768,19990,53702,17131,368251,0,20830,9382,43150,68038,20143,13600,79940,66459,66511,0,3799,20950,21673,59047,476,0,8470,0,2654.37,5177.422,10976.6414,0,37299,0,4394.69855,12721.2,3148.5,6920,7050.2424,68817,15647.5,14662,14830,7449,2529,0,0,71.24
45661,43251,80306,5171.73,23213,10730,1497,9330,47342,116622,101108,18413,46025.31,10404.5424,243344,189711,21017,2604,18890,53822,8692,305772,487,61280,9420,47900,65129,19245,13970,71190,63684,63592,1136.82,7212.5,0,29622,38292,0,214983,27401,21259.24,9845.98,29142.1137,11485.8694,13460,74266,0,10869.90595,26822.36,10014.5,14160,16434.7919,69109,15996.5,17112,13790,4118,2490,0,3094.0496,195.43
47171,43264,81607,4289.87,27743.5,11300,0,9120,74342,165340,102879,3694,45489.87,10402.2492,209265,198620,0,7898,30900,51728,15212,166683,1229,11670,9357,45381,67994,19756,12850,77140,48922,48363,881.75,5961,0,21645,48767.5,0,174143,17057,0,0,9772.1596,12025.0468,0,36995,20015,6159.15775,,2996,5970,14599.4457,69639,11588.5,9092.5,14780,10448,2384,0,0.0096,111.88
0,43303,82186,3589.75,8290,8870,0,0,76768,60415,0,18476,42511.9,9802.5088,99777,170356,0,7585,19770,51491,14608,165882,0,15780,9379,45837,67999,20068,0,49306,43731,43263,370.86,5291,0,21667,39428,0,149188,35641,13942.0107,0,10285.0053,12346.1096,0,38001,0,14538.9303,,3182,5420,5137.4108,69791,18598,30394.5,0,10519,2286,0,18488.7857,99.39
23019,43179,79729,6120.44,38358.5,11310,709,17950,75911,144859,199926,19108,43441.19,10540.978,203903,194649,20846,7229,19250,53708,17788,307782,0,56940,9351,45139,67646,19426,26300,102597,86777,85104,1047.5,5071,0,21652,58513,345,186795,37401,21234.7313,7988.23,25449.4155,11133.3597,0,37001,101578,14520.65215,27258.61,7632,13160,17576.8562,69484,18571.5,9482,38710,8631,4995,0,21071.2231,122.89
23346,43355,72462,5069.95,30327,22620,4949,24190,76079,218881,157886,5495,39653.49,10884.6052,237321,194611,0,7052,28600,53742,16476,246158,0,73000,10265,45918,68114,19896,26730,116965,103231,102167,1101.61,8493.5,21041,21818,69714.5,462,79017,16845,0,2723.08,34.2825,12088.4065,0,37349,0,6871.72185,12219.08,7478,14450,19582.4452,55854,18622.5,303.5,14830,8224,3392,0,2465.5514,267.6
0,43387,81155,7667.04,20528.5,8300,0,8940,48932,120433,110022,19435,32186.81,10285.8938,54174,197563,0,0,20240,53392,17072,364246,0,18210,9397,50505,68065,20403,13330,79911,70002,70097,2534.56,8139.5,21042,21790,38913.5,0,0,79,0,0,7695.9832,13504.4549,0,37401,5972,0.2783,624.49,3047,12270,14016.883,69419,15327.5,2048,15520,1588,2778,0,2467.5598,77.37
20407,43183,81675,5042.09,32744,26890,5300,24420,77285,206297,183952,19402,30043.32,11168.178,238469,195606,20922,6955,36170,53844,15388,309599,0,69000,9367,45249,68111,19536,36280,109134,92922,91723,1043.68,4588.5,21071,29818,58390,476,104939,12828,20838.9838,6939.35,0,13855.1994,0,37142,56428,7361.75045,18314,9931,17240,19246.8522,69550,21368,30987.5,40960,8148,4932,1123,22704.9073,246.92
22750,43345,80683,3545.07,16019,11560,0,1880,44738,108467,52170,18466,45143.9,8199.41,126615,174125,0,2022,20370,50225,18580,140123,0,9770,9370,50658,68023,19646,3040,47931,45300,45362,52.79,2221,0,21685,48485.5,0,158984,14003,0,0,5194.25,12259.8,0,73046,0,5169.82,4357.2,3020,4570,4917.495,70029,15275.5,24438,16750,4284,2344,0,18576.9,71.58
23274,43467,81785,3541.6,2770.5,21190,0,0,74675,139459,0,18419,45497.13,8933.043,120668,170192,0,2669,19660,50165,18775,165349,0,8150,5931,51397,67895,19957,0,48948,43457,42943,0,2982,0,21830,47601,0,159011,0,0,0,3325.7706,12661.4802,0,38000,0,0,0,3011,0,10472.3765,70055,14810,7664,0,4311,2236,0,15499.23,99.44
19959,43239,81306,5057.57,14239,22580,0,9000,74039,140055,140618,16027,26176.12,9152.8472,76074,156852,0,6795,19580,53869,17712,365222,0,49460,5921,48282,71055,20196,13360,47816,68801,68944,1459.64,2691,20990,11795,29387.5,0,0,35697,0,17786.74,2055.1151,12666.2205,0,37007,0,15437.9339,38537.18,9912.5,7840,6847.0563,68760,17351,31279,28820,3962,2543,0,20217.4735,7.63
23301,43378,81465,5590.34,17383,24580,5016,26660,76511,205520,171187,18330,36924.35,10771.7974,118442,195178,20920,6665,19630,53763,15907,300581,0,57430,9353,45036,67625,21058,37090,109755,94638,93896,2473.47,8693.5,21055,21637,71566,476,47740,1039,0,337.13,17230.1892,12766.759,0,37148,23556,604.8861,5139.85,7208,16120,16594.2634,69063,14681.5,3147,43970,3960,5058,0,14729.985,160.16
0,43126,81134,3581.36,16686.5,7870,0,4610,24737,135420,111375,19465,34294.49,10784.8216,42578,175287,0,7034,19770,53788,18049,276637,0,16910,9295,45994,67938,21150,8870,94334,63150,63367,1118.47,4105,20988,21654,38026.5,401,0,0,0,0,1160.0173,13567.3188,0,37149,0,0,167.17,3023,6640,11463.6783,69321,17578,6725,0,4422,2525,0,0,124.6
45448,43248,81276,5312.19,20718.5,16300,3982,1860,51089,167912,103304,18394,43939.59,10406.9042,246389,189197,20930,2617,29780,53775,17002,308389,0,51050,9463,48983,67524,19789,7450,47656,45660,45500,867.15,8375,0,30048,38638,0,217906,35036,20848.657,13678.63,29733.8132,11906.4196,13428,74311,0,14972.65695,33499.78,21284,8990,14041.35,69567,10976,15820.5,22180,4180,4564,0,5894.0445,213.87
22414,43053,76770,5241,19563,11270,716,1780,75833,176842,138156,19097,37736.58,10539.1356,131241,192324,20270,7018,19230,53356,18443,276717,0,15560,9347,43056,67504,20291,6940,105580,89474,88225,649.05,4177,0,21641,41256.5,0,146443,21435,20682.4089,9155.09,29833.9158,10800.3667,0,38197,20033,11827.4184,23927.01,3380,4650,2382.8024,68623,18500,11273.5,10350,8385,2381,0,16266.9581,30.65
0,43083,80471,6974.16,19077,8860,2901,9180,25052,72600,163000,19416,37686.25,10780.0294,82879,196597,19564,7393,19770,53800,18228,367069,0,48930,9358,40548,67916,20496,2640,78747,67325,66979,0,2809.5,20978,21655,49658,0,0,2278,0,2635.42,27772.2937,11631.7485,0,37253,0,3118.2469,9720.72,2989.5,5360,8321.6694,68643,13647,9045,15850,5529,2527,0,0,100.35
22532,43138,81123,6076.08,22323.5,10230,5295,16720,48644,162925,102763,17288,44051.77,10152.4178,174954,190676,20703,1897,20680,53798,14834,305432,1025,52110,9301,47253,67402,19395,14140,55346,47603,47175,3023.74,9704,0,29798,39400.5,0,241840,21249,20914.9758,6972.03,2584.3714,11453.8573,46,35992,93584,5671.1597,19675.22,9893,14670,17861.6184,68846,11540.5,26107,24560,4146,2786,0,5611.5909,249.73
23805,43400,82159,6180.85,12636,11380,3913,9130,74683,182085,155716,4741,38034.93,10785.7428,153133,180191,18739,7388,19930,53781,0,219800,0,39530,9398,47578,67638,20580,5950,78083,74626,74250,579.54,9985,21072,21957,48291,0,0,26977,0,11538.22,27758.9441,12566.9811,0,37255,0,10797.8776,31741.16,3001.5,7510,4787.6274,69931,18707,6522.5,12650,8196,2473,0,2884.3485,78.78
46560,43175,80272,10415.2,27487,15030,5259,9680,75844,137271,152936,18015,45591.64,10535.2744,218286,189608,20931,2722,26940,53868,10433,220318,0,37540,30424,48691,67209,19560,18780,79299,66849,66272,5346.03,6045.5,0,43521,58558.5,0,164641,19216,0,11364.59,5084.2608,12034.458,13302,74495,63042,9609.1845,24665.85,21229,14790,15370.0459,69023,14852,27907.5,28580,8314,4977,0,8248.8448,108.18
0,43217,81081,9271.09,32057.5,10240,4959,18680,97947,202629,156289,15867,30983.06,8673.5782,93448,192595,20601,7087,20210,50765,18262,366919,0,43930,9391,48769,70537,19720,35390,105295,96905,95742,1348.07,6169.5,21033,24580,74895,0,14980,31930,14880.5979,15387.74,19812.9413,11528.7902,0,37002,70280,13922.38365,34757.55,21205.5,12160,6824.4163,68654,16534.5,21121,30990,1370,3543,0,21147.5342,46.83
0,43147,81926,5191.04,0,11310,790,0,51533,119208,0,19149,38019.77,10144.4602,58526,160572,0,0,19310,53828,15110,126603,6944,12140,9361,39430,67803,20398,0,79028,59533,59121,968.87,11059,0,32317,39282,0,124875,4798,0,2330.23,15363.6182,12869.2711,0,38100,0,3687.075,12828.4,3086.5,3360,180.2819,69504,18545,31999.5,0,6464,2376,0,0,62.32
0,43028,80886,5020.66,17303.5,14740,0,11910,78747,211769,168037,19406,32475.03,10894.8168,190525,191299,0,7113,20250,53717,15383,332640,0,43410,9364,42595,67945,19850,18490,111783,95929,95837,1544.61,3919,20974,21819,57807.5,0,24721,0,0,0,4918.3875,11091.8372,0,37250,2,0,0,7336,11060,5112.3209,56447,18129.5,8584,28750,7807,2528,0,2161.9422,73.42
22552,42906,78898,3711.78,15750.5,12790,0,6170,81645,195654,50260,19148,40408.8,10401.1,90193,166345,0,7043,31090,53311,15320,165902,0,6750,5931,44087,67613,19629,570,76160,46678,47017,615.07,3942.5,20735,21653,51015.5,0,34327,8822,0,1965.46,26829.2,12214,0,37196,0,1416.55,13533.2,2901,3430,13831.45,68725,21047,5077.5,5170,7811,2775,0,6024.77,84.93
23097,43051,80778,7068.52,22603,7810,5292,1720,38398,89439,102377,18440,46055.06,10404.2386,246672,191120,0,860,18710,53595,11217,306604,0,42200,25391,48185,67448,19368,0,44163,35913,35596,0,1568,0,21646,29501.5,0,207764,30872,0,14307.11,28536.4919,10857.9845,0,73997,35410,14617.1823,32742.98,3543.5,11410,14153.6342,69479,10592.5,23953,24640,1720,5477,0,1662.5771,157.37
23267,43071,81447,8513.4,17826,7800,5337,460,21007,92617,51495,18442,45869.24,10542.1148,120844,190729,0,0,24290,53810,12558,220413,3430,23260,16805,49182,67491,19531,0,47253,27646,27953,0,2152.5,0,27088,39292.5,0,194408,29926,0,14843.16,27248.2805,10877.3325,13466,72948,62782,14162.2686,33904.33,2997,5460,1865.1465,69829,10564,31292,12280,4208,2789,0,0.0574,97.28
45934,43381,81765,10345.9,31743,26180,5506,17930,98349,193090,169570,15863,33290.54,9124.0156,116291,191671,21262,7075,28030,53792,18269,363354,0,101130,19188,45547,70504,20042,32570,104852,70924,70242,1730.22,8526,21007,29581,70229.5,0,92359,5756,21488.2583,27.68,19990.7424,13320.683,0,37704,119526,1.0195,364.02,30968.5,18150,15227.9125,68828,17365.5,31061.5,58520,1577,5883,14198,4849.7322,208.43
23894,43304,81561,7108.92,36898.5,19920,158,26270,76833,184729,190872,19416,42503.7,10891.8082,228400,198621,21427,7062,32620,53812,15135,308519,0,69150,9383,44730,67441,19561,39620,104786,88818,88263,1339.12,9691.5,21108,21874,70026,0,52864,1418,0,1783.64,13780.0557,12175.0216,0,37293,11107,821.63085,4120.23,7524.5,16060,15114.9689,58353,19472,20701.5,40840,8013,2525,0,0.153,280.88
23749,43180,81023,9680.72,5769.5,8350,2944,0,23519,110401,0,18769,38622.22,10158.925,115800,133617,0,0,27290,53207,13632,221336,6169,0,16772,48681,67609,19948,0,49297,29430,28600,1049,8880.5,0,43967,28480,0,161928,19498,0,4346.14,3696.2332,11543.4475,0,72496,17909,3986.14055,17319.61,3087.5,0,785.8519,69388,12638,16154.5,0,4183,2783,0,2668.4873,74.71
41305,43470,81083,7105.01,16665,12940,2432,27400,99362,208124,169336,19463,39304.89,10783.1458,115555,193222,21404,6969,19770,53818,18091,364831,0,58180,9376,45285,67992,20933,41050,88386,74122,73334,1132.2,5473,21003,21630,60973.5,0,16646,0,0,16.23,815.9479,13346.963,0,37154,3,3.2033,1067.73,7193,13750,11407.8487,69541,18730.5,5887,36440,7174,2999,0,0,87.05
23557,43461,81683,5145.53,28574,24320,5313,30930,74118,201566,173343,19392,40017.26,11626.7886,234222,172147,21427,7819,20080,53788,18142,330172,0,112590,9362,41628,67880,20921,40390,109723,93707,93322,681.97,11565.5,21046,29656,79116,0,74482,0,0,0,9830.4063,12506.8741,0,37249,19769,0,0,6347.5,25040,18431.6361,55814,17986.5,1685,46480,8217,4982,0,6641.9685,313.58
0,43288,81113,4079.05,22406.5,11350,0,10,73942,176357,107710,19409,36695.35,10781.8228,87743,175177,0,7018,19830,53801,17030,227146,0,14870,5935,45596,67972,20220,1310,74262,34932,34260,0,4521,21001,21828,41338.5,401,0,12199,0,5653.23,11191.2508,11851.7274,0,37301,0,5126.8007,21257.32,3017.5,5230,4507.0871,69276,18205,13239.5,12820,7632,2775,0,3488.1575,131.3
23592,43229,81353,5067.64,33898,25440,5276,24930,75935,210542,169386,19406,43179.64,10396.7808,234368,198037,21423,6996,43130,53612,13759,307239,0,67350,9377,43693,67593,19656,39580,112283,96280,95360,2564.69,10612,21022,22201,69296.5,0,102986,1039,0,1682.55,8404.7093,12040.7851,0,37453,9216,2113.37575,6898.42,8516.5,17790,15571.8309,56766,19146,9698,43050,7894,4985,0,289.4353,280.96
46597,43451,81132,5146.87,16648,12950,3802,35220,104861,223074,170795,19456,40134.54,10778.873,118715,197222,21418,6922,19790,53782,15257,368090,0,67670,9376,44759,67975,20897,52640,87377,65708,65384,1036.66,8554.5,21007,21633,74948.5,402,90726,0,0,0,422.7158,13177.2534,0,37153,45090,0,109,9907,17700,14911.3074,69170,19798,4266.5,44410,7139,4989,0,0,145.58
45320,43290,81286,5068.66,22062.5,24500,2990,20440,103921,198084,173649,19433,38662.59,10779.5884,118298,195234,20923,6978,19720,53824,17558,366756,0,52290,9363,44428,67901,20443,29390,107271,92412,91291,1322.99,5936,21029,21660,78644.5,0,48050,0,0,0,13196.1172,12107.338,0,37150,39571,3.03035,322.04,6434,13510,9563.7623,69351,17746.5,11976,42400,6659,4989,0,15606.2292,134.67
44510,43044,80849,5067.62,22147,13780,143,17010,103167,191791,163542,19454,40831.35,10778.824,116131,191741,20318,6983,19780,53758,17429,368181,0,39330,9373,43123,67865,20174,25310,106330,89816,89121,1489.35,3771,20875,21649,58279,0,61168,0,0,0,3676.2581,11536.8527,0,37152,1082,0,0,2991,11130,14627.938,68419,17820.5,14873.5,25630,6285,2634,0,20520.5471,92.63
22306,43241,80672,5221.93,18908,8330,4273,17800,74016,185010,169714,19172,32840.62,11261.5328,109214,168972,19786,6895,20230,53721,16081,369713,6,10650,9387,46780,67809,0,25360,50150,45548,45311,2130.05,6948.5,20924,21655,59607,0,0,956,0,145.62,3536.926,12548.6842,0,37200,0,762.2225,3024.41,2988,7270,14140.1404,68698,14938,12366,24680,1233,2530,0,1206.0873,80.43
47528,43248,81818,7535.19,33336,11320,4966,18570,75466,205903,154668,18461,44944.21,10167.01,242541,197628,20925,2598,31320,53840,16265,221992,0,54130,9304,48786,67955,20181,24160,82414,69483,68696,0,11138.5,0,21828,49950.5,0,230599,16898,0,0,8546.0062,12347.8848,0,36798,87701,2102.4866,,10039.5,16870,15748.7451,69878,15668.5,2352.5,27650,10600,4827,0,999.438,217.15
2570,43212,80693,5167.3,16937.5,8370,4919,7880,41454,174384,169858,19471,34907.21,10027.9088,78733,193916,20923,0,20230,53795,16509,276784,2367,29200,9397,51217,67908,20356,11360,101078,64203,62641,2308.34,8206,21006,21834,57068,0,0,0,0,0,3861.0993,12819.8745,0,37001,0,0,0,2946.5,7340,13711.3783,69509,15446.5,6053,27670,1755,2518,0,19979.7029,93.95
45114,43228,81753,5080.85,23237.5,26750,2979,26170,75981,185645,155218,18474,32237.01,10156.8572,221849,198166,21657,7476,19040,51795,18261,245749,0,44570,9372,44476,67986,20129,40070,78457,66886,65979,1017.41,8041.5,0,21654,48810,0,198236,28157,13816.0692,0,11741.5289,11600.6686,0,37999,20183,7960.59495,,9950.5,12810,19322.472,69212,18621.5,28023.5,27680,10440,4978,0,19959.5324,134.95
23035,43038,81135,7012.08,0,7850,0,0,48562,116570,0,18419,40284.16,9913.4448,155686,129746,0,3467,18850,53812,9958,221918,0,0,9346,47665,67373,19755,0,50457,24252,23908,1011.9,2259,0,21831,29345,0,164113,7090,0,3051.35,29056.9801,11601.2537,0,74513,0,5853.52855,13104.32,3589.5,0,5327.2593,69612,12631.5,6217.5,0,4375,2433,0,2005.2636,96.77
47453,43304,81822,8235.98,22159.5,11430,5229,24650,74039,162318,157524,18415,45827.47,10833.067,246724,193116,20923,2650,18850,53759,9598,276413,0,55590,19348,49801,67197,20301,37730,81063,70617,70120,610.56,7461,0,29615,37172,0,215992,8178,21333.7484,1332.57,31922.7309,12352.3772,13495,74256,36891,1342.70395,9262.01,28760.5,12370,16061.3669,70168,16028.5,728,31590,4258,2487,0,722.5028,236.55
22829,43343,80612,5373.54,30266,24520,4579,24490,49267,161338,153667,18465,43164.19,11027.94,243983,196556,21736,2130,29090,50195,18670,226212,0,68280,9309,50043,67647,20130,37130,75273,71775,71566,904.93,9676.5,0,21667,47567.5,0,262622,1951,0,0,6077.2594,12175.1703,0,72322,47678,1830.94475,1699.78,9778,22040,15879.3816,69950,14825.5,24439,46520,4340,2686,37967,23505.0507,451.57
0,43121,80964,5290.78,5368.5,9190,0,7980,24792,72569,47503,18796,33147.54,10039.1886,24993,170226,0,6521,20340,50764,18238,333183,0,15300,9383,48700,70004,19963,0,73673,44212,44533,2303.21,5249.5,21005,21717,35672,0,0,31973,0,12922.78,23759.668,11241.0286,0,37003,0,14087.54065,34940.54,3024,1220,5417.5758,68573,15136,12977,0,1424,2854,0,4550.2608,38.42
46344,43404,82066,7574.96,32591.5,26900,5527,17310,56644,184010,169808,17506,31970.93,7938.1568,0,192644,0,6958,28960,53800,15735,331901,927,31810,9406,47261,70997,20273,24250,85509,70221,69711,1699.44,8700.5,21115,31181,51387.5,0,49582,6510,0,4480.97,12898.2976,13433.7864,0,37698,115138,3391.404,15426.73,3250,18090,13648.6212,69031,17569,30971,26580,1755,3842,0,3119.2699,120.74
45637,43048,80690,5191.88,23239.5,12890,5309,13690,74656,183693,152655,12638,43905.85,10160.9046,231819,191215,20531,3443,19140,53802,9837,307092,0,46100,29539,47449,67022,19727,18500,78955,66885,66839,3303.55,8809.5,0,21636,39315,0,198618,3624,20822.7449,1968.98,17194.554,10865.6999,6060,68859,60263,852.2149,8060.08,19031.5,13700,13815.0323,69183,13825.5,1701.5,28670,4266,5480,0,1410.7761,171.72
0,43305,80522,5296.68,18639.5,8260,3278,16630,73209,147522,141216,17778,33143.73,9928.331,75096,188367,0,6604,19760,50702,17939,331039,0,8270,9386,47932,69823,19583,23570,73951,72797,71998,2170.34,5948,20972,21720,38118,0,0,31504,0,11590.94,23888.7508,11059.1806,0,37201,0,13649.27055,30213.89,3008,11120,4555.094,68536,15046.5,8271,29510,1485,2845,0,1593.2639,50.13
0,43293,81269,3671.11,3321,24690,0,0,51336,170645,50020,19407,36425.12,10778.579,59706,176112,0,7573,19970,53830,17953,221193,0,3320,5926,42489,67626,20811,0,52521,40131,39576,0,4640.5,21027,21835,50057,476,0,7,0,364.57,18317.7708,12412.4841,0,37251,0,13.81535,4682.76,3010,4040,6116.0309,69632,17064.5,0,0,7875,2528,0,7309.0068,82.44
46004,43293,81782,7563.42,30174.5,26550,5266,33350,34679,216329,204246,18493,32831.22,10308.4632,243414,197170,0,7940,28810,51670,17290,274739,0,69020,9343,44367,67856,19507,37010,72705,62959,62391,2681.85,11993.5,0,21656,59904.5,476,221550,31674,13451.6366,0,14793.2959,11799.3061,0,38199,85869,13587.19885,,21249.5,15930,23316.8147,69466,18449,28343,44060,10478,4983,0,19081.2225,156.01
0,43274,81207,4277.31,13453,12840,0,0,49223,34053,55736,19181,33054.33,10889.2308,18372,171335,0,7187,19850,53794,16877,332248,0,2020,9367,50342,67825,20147,0,48907,48032,47620,2378.97,4887,20884,21822,39748.5,0,0,0,0,7.22,6794.1513,13110.036,0,37099,0,31.74825,1186.28,2869,0,9608.5049,68967,17342.5,9173.5,0,1500,2526,0,6454.5517,65.59
46775,43298,81817,5656.22,28224,12300,2920,16070,75325,189313,153078,18426,45058.24,10404.3464,245619,193157,20810,2616,18720,53727,10400,225037,0,61510,16154,50622,66830,19769,18900,78324,62881,63118,1123.51,8625.5,0,21788,48811.5,0,208210,579,21540.6738,551.71,32011.3204,11967.9149,13515,74244,84485,736.04805,5986.26,21386,19200,14062.235,70164,16114,2859,40690,4383,5162,0,72.0839,236.86
22479,43131,81311,5020.81,16919.5,12810,3914,18570,49955,110464,101315,13376,44169.99,10043.0106,226506,191062,20641,2377,18830,53540,0,306492,0,55520,9389,47241,67726,19675,25420,73961,73867,73430,1128.24,1561.5,0,21821,37274,0,255007,20977,0,2807.94,3000.8863,11785.9182,0,72612,0,8327.67275,14946.95,3009,13970,18244.4126,69928,12865.5,31079.5,26630,0,2159,0,531.481,182.41
