McKee,Ngatamariki,Te_Mihi,aniwhenua,arapuni,aratiatia,argyle_wairau,atiamuri,aviemore,benmore,clyde,coleridge,glenbrook_kilns,highbank,huntly_1_4,huntly_e3p,huntly_p40,kapuni,karapiro,kawerau_new,kinleith,manapouri,mangahao,maraetai,matahina,mokai,nap,ohaaki,ohakuri,ohau_a,ohau_b,ohau_c,paerau,patea,poihipi,rangipo,roxburgh,southdown,stratford,te_apiti,te_rapa,te_rere_hau,te_uku,tehuka,tekapo_a,tekapo_b,tokaanu,twf_12,twf_3,waikaremoana,waipapa,waipori,wairakei,waitaki,west_wind,whakamaru,whareroa,wheao_flaxy,whirinaki,white_hill,Price
0,43439,81623,3592.8,8161,7810,0,1770,45805,68916,53811,19204,27125.61,8426.1772,0,169831,17889,6816,19720,53976,16363,220103,0,10000,5950,50169,71240,19703,7020,76613,61329,61022,1127.16,7977,21082,11963,38065.5,0,0,39141,0,9329.82,8868.5602,13407.9823,0,38002,2733,13387.8408,26733.08,3140.5,5100,14381.4746,69184,14525.5,30816,12930,1970,2599,0,4052.6536,0
0,42964,80814,5066.99,22286.5,11820,2911,26110,74957,203662,105637,19228,27959.1,8907.3866,90585,170328,19915,6717,19770,53766,16858,331411,0,42140,9309,46742,70540,19565,27550,50338,45383,45004,1194.11,1593.5,20805,21644,49862,0,27406,32981,0,14924.72,20.5675,11579.7437,0,36703,0,15137.8916,31270.96,2971,9990,4164.2601,68389,17349,28636,14280,2998,2601,0,15038.271,0
0,43113,80397,6898.78,18435,8840,0,9230,24136,68598,162273,19418,36951.24,10780.441,77872,196687,0,7316,19750,53761,18118,332429,0,20580,9353,40483,67839,20219,0,74078,62599,62848,0,2792.5,20977,21657,49872,0,0,1547,0,3177.64,28455.3968,11516.7509,0,37252,0,2728.92215,10304.82,2976,4940,8230.4539,68771,13621.5,9695.5,14810,5482,2523,0,0,0
0,43180,81112,5067.96,30980.5,8600,3994,17260,77874,195812,167170,19247,27327.94,8920.646,104640,191541,20419,6988,19820,53821,16426,365302,0,61280,9316,48807,70576,19726,29770,98988,74112,74197,1171.53,7556.5,20939,21618,48024,359,39325,39227,0,15529.78,0.1284,12518.1299,0,38000,20150,15357.0429,32543.67,15055,16230,9439.7557,68523,17479.5,31724,29880,3128,4946,0,21213.2676,0
23388,43071,80832,8522.66,3263.5,7860,3001,7050,20160,31165,47174,18438,44508.08,10402.945,135043,182777,0,1156,18930,53811,12828,277573,3743,12900,16758,47790,67496,19328,0,27337,34918,34677,0,1570,0,27110,29305,0,136581,38612,0,17023.03,28578.4564,10975.5604,0,74011,19914,15378.7573,37029.8,2981,3610,922.1355,69445,10627.5,26794,0,1706,2590,0,262.7326,0
0,43202,81489,3577.64,5865,11290,0,0,69464,181955,0,14647,38476.07,9906.8298,43351,195667,0,7507,18690,53896,18565,165283,0,9710,5916,45468,67994,20191,0,68250,48285,48016,0,4034,21017,21657,48757,0,0,10920,0,2338.18,30546.9667,11883.908,0,38150,0,1347.3321,8846.06,2980.5,0,14742.2273,70303,18507.5,7672.5,0,7945,2330,0,7716.0522,0
22277,42659,77777,5480.2,26645,12250,5340,17940,80058,223087,215269,2961,39837.23,10785.5076,179789,187328,0,7152,20240,53174,15332,307271,0,73420,9358,40174,66408,19915,25210,113446,103412,102591,1436.55,3717.5,20474,59387,67683,0,24639,1,0,0,25470.3582,10222.8304,0,37301,80892,0,0,7419,16130,13342.492,68089,14808.5,28625.5,29820,7406,5022,0,873.1645,0
22238,43029,80359,6122.93,22615.5,11330,760,16610,76561,211441,154757,19132,35098.89,9794.316,180427,191642,20251,7234,18770,53680,15823,277834,0,57160,15566,36367,67561,19452,25140,84255,73807,71985,2575.89,3053,0,22667,58663,0,181201,16151,0,4158.5,23494.6202,11682.0772,0,37902,20243,6618.79945,16881.5,9986.5,14960,21067.5032,68870,18581.5,13210.5,31210,6212,4899,0,19732.8465,0
23861,43212,81701,5920.51,29691,25110,1058,25210,75984,180132,214807,5455,40848.01,11334.9446,236953,198626,21418,7034,26830,53900,18584,246092,0,76630,16964,46848,68548,20514,39550,110097,100860,100514,774.13,11516.5,21048,21643,52384,0,78694,24663,0,8057.23,0,12492.673,0,37255,50261,8956.79015,17586.89,9735.5,25370,18918.7282,70510,18621,4348.5,37960,8325,2424,0,2436.8211,0
0,43579,81829,3587.99,14768.5,7780,0,0,81030,169886,51278,19148,36647.17,10775.3646,70971,172309,0,6806,19580,53920,15337,125952,0,28930,5909,46638,67976,20755,0,48905,40244,40137,0,4686.5,21050,21658,58386,0,0,33033,0,4680.29,0,14182.5397,0,37245,0,10018.6064,18096.32,2949,7120,16370.4093,70070,21411,16354,0,7900,2373,0,1772.5404,0
0,42482,80380,6965.36,20546.5,8300,2979,8320,76810,194809,166236,15872,32700.2,9904.664,66437,179586,20093,6392,19710,51061,18222,332701,0,50700,9384,46091,66895,19649,23800,102050,75174,74413,2197.58,3383.5,20762,21687,46473,0,0,36163,0,16272.3,26779.9666,10625.7977,0,37199,23474,14837.48825,29668.97,6223,14080,824.1831,68073,17621,16505,28680,2124,4698,0,493.9423,0
3304,43451,81989,5084.73,22759,12870,0,16540,81890,223832,219478,19137,43715.65,10664.752,120849,191712,20930,7622,23360,53826,15213,165746,0,70820,9376,43951,68084,20036,22780,118042,101484,100325,0,4022.5,21046,29610,59958,0,17408,336,0,0,29040.8657,13689.2086,0,37200,41262,26.0413,490.75,2967,11570,14995.3148,70080,21609,14056.5,29640,7981,2768,0,2521.5103,0
22839,43273,81413,5182.87,21282,23640,5004,25030,100311,206890,172426,18344,33370.69,10640.693,116653,193570,20691,6626,19730,53783,16937,305979,127,27490,9369,44101,68013,20676,36780,112099,96650,95888,2382.61,7589.5,20937,21609,69542.5,0,32853,533,0,48.51,1342.6073,12805.7527,0,37149,23523,365.5534,4589.39,3050.5,12650,12395.3855,68725,19315.5,9077,43770,1685,4675,0,3248.0779,0
45100,43119,80071,5167.63,17128,7830,5289,8840,48504,137415,103081,18411,45001.9,10284.1298,245541,190679,19875,2568,18790,53853,8071,307105,0,45490,9443,47019,67446,19882,11600,86877,74902,74044,1460.68,4553,0,29624,29542.5,0,204450,313,20974.809,0,24602.088,11416.3116,13515,74236,0,21.67465,2003.97,9865,14440,10412.4809,69382,15926.5,720,26690,4131,2381,0,0,0
46230,42970,80444,7063.27,22497.5,11280,5090,6440,51239,80411,103308,18444,47025.91,10011.9838,243939,190216,20555,800,18940,53735,11545,309150,2,45310,16982,47290,67293,19751,12660,52466,47149,46479,1255.64,2011,0,21642,29389.5,0,231838,36987,0,17051.62,25331.7964,10883.4811,0,72868,84932,15454.41995,35497.97,10328,13630,6822.6849,69612,10686,23219.5,14830,1733,5482,0,956.706,0
23256,43248,81476,4984.18,17594.5,11490,3708,10390,73472,188196,114202,17296,31733.19,10640.6636,88274,192660,20922,6837,19750,53756,16816,332062,0,30140,9380,46306,68303,20577,3050,76933,46704,46346,1525.07,4176,21068,21646,59975.5,0,0,831,0,640.4,7317.4832,13273.2301,0,37150,0,1016.9541,8010.9,3218,11810,11545.7687,69071,19359,3649.5,28620,1504,2477,0,18084.0607,0
23163,43191,80342,6173.31,14695.5,11310,5373,0,50581,109389,55934,5454,38399.79,10886.82,59960,144336,0,6790,20210,53518,783,165652,5975,12090,9378,46072,67342,20068,0,116606,100429,100165,1552.51,4625,20874,43500,46777,0,0,13312,0,4193.42,2404.7238,11339.5143,0,37395,42740,5288.5145,19884.59,2915.5,5630,2418.6617,69157,18534.5,18398,0,7921,2529,0,108.6837,0
23331,43221,80828,5083.17,13072,7860,2968,8350,51848,187030,156457,19445,36017.84,10641.2516,106552,195640,20932,6939,20180,53821,16440,368704,0,59530,9380,44435,67959,20658,6520,79135,68717,68570,0,4126.5,20991,21643,59267,0,0,11721,0,6256.73,14095.609,12011.1134,0,37301,0,6130.37535,24251.87,13547,9990,2003.5879,69530,15652,9072,29660,7827,4814,0,508.9004,0
0,43389,81556,3574.67,6701.5,7850,0,0,19117,59880,52866,19197,27702.99,8443.7192,2906,191972,0,6798,19650,53840,14923,220851,0,9280,5944,52203,71021,19962,0,72849,60447,60145,1156,5521,21103,11970,29649.5,0,0,37619,0,13468.99,4148.6401,13513.3207,0,38003,0,15040.7316,31677.56,3128.5,3490,7184.3289,69531,14876,31025.5,10370,1255,2594,0,11353.0968,0
44925,43161,81217,5225.25,22392,26850,4949,16360,101755,202152,167826,16737,38875.77,8810.0824,109639,192284,20805,6800,24940,53797,14064,368497,1141,45400,9365,43977,70838,20130,24830,84394,76203,76174,0,8767.5,20928,31165,57463,0,41244,0,0,0,16775.1262,12222.8711,0,36189,19990,0,0,9906,11210,3992.1204,68432,16124.5,0,15550,1828,5931,0,20517.7831,0
47347,43258,81731,7347.42,33340.5,11310,5321,18590,76032,210721,154939,18460,44365,10165.1774,243173,197460,20924,2610,31320,53524,14806,222083,0,67900,9297,47339,67997,20004,24500,81275,75965,75427,0,12246,0,21819,50128,0,245799,14953,0,0,5642.7738,12265.901,0,37233,109554,2997.5677,,9989.5,20710,17635.5543,69748,15675.5,1853,27650,10591,4825,0,357.3493,0
2682,43235,80198,3837.22,2128.5,7820,0,0,51817,174870,53018,18895,39241.85,10386.1968,77527,169063,0,7047,19330,53831,17598,126408,0,0,9350,47117,67423,20068,0,74125,47040,46998,0,3789,0,21653,39276,0,119097,35471,0,12339.21,14087.3543,11623.2496,0,38198,0,14645.29005,30181.18,3345,0,3107.2392,69975,18507.5,26963.5,790,6231,2329,0,6473.2798,0
43857,43035,80097,5441.76,22547.5,11290,1497,16390,75873,185011,155253,19148,41590.66,10283.875,152932,190379,0,7183,19210,53407,15997,272624,399,45020,9422,36396,67440,19318,28570,100804,82335,81935,1226.57,10088.5,0,43438,39298.5,476,214954,7853,0,2007.33,27870.303,12277.3055,0,38102,38656,3033.8466,7708.72,10012.5,11940,20977.3426,68934,18517.5,10524,29540,6310,4846,0,14578.453,0
23804,43489,81805,5129.31,32915.5,24620,4955,17960,78532,223384,215643,5496,38876.5,11211.053,236833,197217,0,6913,31800,53883,15828,246088,0,72870,11281,46239,68282,20345,26390,117108,103475,102198,1009.44,9164.5,21077,21641,70068,0,99112,16822,0,5255.16,944.6456,12288.8291,0,37350,39500,9330.672,15178.27,7508,18490,19319.2872,68094,18619.5,827,44480,8204,5967,0,1593.9554,0
22947,43071,80256,5065.06,20551,11250,725,7400,75628,203575,154337,14749,32484.64,10403.4056,77194,190334,20356,7504,19170,53368,16743,244262,0,18010,9322,43694,67100,19816,14390,96935,68347,67399,0,3865.5,20879,21642,58532.5,0,82437,36973,0,8049.91,29575.2664,9806.7924,0,36736,19575,12702.8122,26199.03,3090,6610,13953.4875,68992,18515.5,1381,20550,7689,2326,0,8245.7748,0
43762,43264,82219,5415.26,20568,18780,595,19270,77197,171457,109068,18478,34100.94,10624.0232,202621,199369,21939,7606,19320,51743,18407,215607,215,56250,9368,45542,68041,19442,30140,53143,50020,49640,646.23,11258.5,0,21665,48511.5,0,193152,33281,13771.0714,0,15186.0343,12087.8313,0,36744,18957,4918.05995,,9594,16330,18699.3095,69865,18618,29752,37490,10318,2281,0,21443.1207,0
22792,43160,81061,6103.97,23348.5,16020,5238,31530,76616,108367,157017,13388,43104.53,10418.0174,245584,193614,22525,2079,20660,53607,10753,278727,0,45460,9388,48095,67846,19616,40780,77773,67959,67744,2712.51,6459,0,21817,39389.5,0,267320,4714,0,2211.1,10424.041,11894.7473,0,72852,63714,5610.76795,13806,10032,10240,19831.1303,69932,14188,31460.5,62390,0,4442,3754,603.1632,0
22351,43244,80660,5021.92,23002.5,13810,3092,17150,75579,136347,103267,13381,36294.92,10148.8408,220967,172388,20543,1849,18770,53335,17234,307094,0,43550,9379,47407,67663,19936,25550,73473,62929,62953,1128.41,417,0,21824,39382,476,255922,20809,0,2367.51,2444.2495,11884.7014,0,73284,0,7447.2165,13783.57,3099,10470,15077.3278,69371,12901.5,23947.5,29640,0,2255,0,8384.3954,0
45321,43145,81312,5066.89,21900.5,12760,0,9250,48107,145961,153140,18567,42987.17,10044.5884,214322,193782,0,7707,19660,51506,18414,277566,873,55270,9356,43656,67771,19615,13620,78327,66803,65854,932.77,5823.5,0,21824,38807.5,0,178148,31994,0,0,18428.6262,11247.6432,0,37998,0,14675.2018,,2966.5,14260,13070.2613,69084,12819,22043,27670,10226,2545,0,3439.53,0
0,43270,80639,5289.3,14478,10310,3087,390,26250,107971,96469,18744,33265.3,8625.8816,54803,170276,0,6598,20170,50760,18405,331527,2238,7780,9393,49128,70164,19886,360,74235,46642,46289,2283.16,3533,20985,21713,30298.5,0,0,32312,0,18651.8,26198.8323,11064.0796,0,37002,0,14291.4107,33050.08,3027,3940,8019.1599,68690,15066,395,0,1467,2949,0,19382.099,0
41319,43243,81514,6959.62,17608,22660,4967,14390,77077,172998,174046,18338,34899.17,10774.2964,118281,193266,20907,6640,20170,53749,15687,306612,506,52000,9369,45023,67576,20610,29870,113895,99211,97770,2416.95,4969.5,20973,21632,60717,0,41351,4081,0,706.96,16941.7697,12808.3509,0,37153,23516,640.8167,7585.02,7481,15110,16451.928,68799,14856.5,3948.5,42520,4100,5233,0,18221.2754,0
22862,43173,81328,3541.15,0,7400,0,0,50406,37225,1520,13375,43220.69,8922.1062,165417,128963,0,2048,20860,53542,16422,222555,5710,80,5947,49385,67638,19674,0,49632,48524,48409,666.93,2834.5,0,21829,33089,0,163988,12686,0,3257.98,15350.3278,11784.6389,0,72960,0,7192.46505,15820.14,3062.5,0,8434.6034,69954,14466.5,28577.5,0,4254,2162,0,978.0304,0
22424,42904,79046,3626.09,3423,12810,0,0,24748,91048,0,19149,34977.29,10401.1614,44346,172849,0,6951,22350,53542,15249,166013,0,9610,5946,43730,67337,19513,0,117037,100731,99998,576.53,4449.5,20736,21655,49355.5,0,0,7875,0,1668.38,25387.6338,12137.9717,0,37204,0,1438.05025,12744.21,2904,4890,5240.3604,68494,18579,1254.5,0,7485,2777,0,9888.8647,0
23153,42897,80949,5034.74,34005,23720,0,12620,76046,211115,159808,19407,45638.47,10391.528,233665,194598,0,7339,29600,53664,14478,277910,0,46660,9355,43117,67364,20328,24320,113105,96894,96468,960.77,3902,20896,21847,56021.5,0,51892,5554,0,5036.31,2772.9648,11543.5368,0,37454,0,5742.82145,14581.79,2991.5,15300,15361.3267,56501,19169.5,8331.5,28230,7892,2479,0,184.2983,0
46455,43196,81492,4317.42,16886,11280,620,27470,65359,190560,145881,19138,45590.25,10935.2124,177965,193271,0,7038,19550,53807,17541,221028,1,50500,9999,40022,67591,19728,38130,100334,71745,70955,676.04,11041.5,0,32011,59773.5,0,199880,6979,0,2164.42,6530.5747,12858.3029,0,37800,103405,2609.24235,12908.92,9926,12460,19517.4616,69541,18524.5,1443.5,39860,6559,2371,0,18063.6703,0
46643,43283,81633,8467.7,35963.5,7630,5354,16090,70839,113704,224158,18014,44529.74,11202.4094,231899,192288,20929,3452,22410,53699,15925,220578,1,85300,38530,48998,67513,20096,22040,109010,96233,95552,5379.35,10919,0,43468,36917,0,195638,15210,0,4185.09,9202.8543,11957.3236,13344,74394,86611,5328.46815,13579.68,31168.5,12360,23451.8838,69581,14100,4763,35220,8274,5419,0,1970.1266,0
0,43355,81630,7497.73,21544,23720,2297,25600,75708,203750,161119,19177,33044.57,10647.896,79927,181869,20913,6934,19840,53807,17176,333339,0,23930,9375,49188,68000,20747,35920,67620,72186,71616,2332.12,4365.5,20965,21820,45634,0,0,0,0,71.21,5668.3573,13198.4857,0,37158,0,198.50835,4475.32,3007,7120,9183.5867,69158,19414.5,11085,36860,1562,2529,0,808.4162,0
0,43223,81250,3930.1,9289.5,13310,0,0,20234,66194,56992,17251,27045.64,10891.0046,42460,173483,0,6632,19760,53841,15436,332397,0,24620,9374,45885,67019,20513,0,76978,48502,48409,933.21,6556.5,20993,21654,39783.5,0,0,552,0,442.72,21219.6901,12242.8638,0,37148,0,19.1686,3713.22,2979,5370,16717.9215,69107,14853.5,0,12600,4416,2558,0,753.615,0
45485,43204,81196,5065.7,21795,11300,0,9130,74728,189736,154539,18458,45843.44,10149.321,218563,195765,0,2235,24840,53707,16076,306818,3209,20630,9304,44802,67853,20127,11330,27113,21940,21722,0,5270,0,21735,29278.5,0,159147,3931,0,0,3418.4874,11529.0084,0,38914,0,3190.6051,,2995.5,11310,16,69689,15576,3683,24670,10399,2194,0,362.5521,0
22966,43136,80903,5019.81,22580,10270,5310,26940,73835,160498,159884,13356,42932.39,11003.636,247142,191200,21925,1801,19710,53635,17668,306528,0,71190,9358,45755,67361,19396,27530,73479,74595,74025,1444.6,8670.5,0,21625,49942,0,267186,9627,0,1350.29,19485.2627,11394.9503,0,73251,3320,2384.41585,12371.07,18657,15340,16422.3404,69561,14334,17961,27600,4070,2252,0,2477.5829,0
0,43221,81074,4757.79,13965.5,8210,0,7860,62869,150613,109281,19189,33436.9,10033.2,49596,168618,20924,0,19910,53738,16964,272825,0,13460,9390,51393,68041,20415,13010,49350,45219,44644,2455.3,8661,21004,21831,39916.5,0,0,0,0,0,4840.36,13360.6,0,36994,0,0,0,2904,3480,15782.3,69100,15170,10995,13800,1632,2519,0,21033,0
22980,42904,79190,5735.83,33605,24140,5510,19680,79954,208167,216871,5022,41609.52,10886.2712,180320,188664,0,6866,24810,53234,15388,307279,0,62980,9358,43731,66518,19421,36100,119270,103397,102586,2765.27,6073.5,20712,49417,69689,0,56950,1644,22012.6639,516.83,6911.5433,10838.5868,0,37359,117038,1401.37445,5589.12,9983,18510,14399.1539,68326,18590.5,29372.5,44460,8179,5026,0,0,0
22604,42920,81259,5545.82,17720,13350,5258,9200,79216,213768,161225,5482,45030.99,10778.4908,169769,188616,0,6688,19600,53707,0,308294,0,31710,9392,44362,67018,20019,13660,117893,103868,102654,0,10542.5,20826,24706,53261.5,0,0,0,0,9264.5,2572.3844,10982.0362,0,37302,0,9520.99455,20797.95,2919,9330,2232.7727,69060,18627,13217,27750,7552,2536,0,0,0
23400,43125,81359,8935.03,22805.5,8360,5266,9870,52530,148982,50149,18761,44659.67,10160.3852,205487,194654,0,2598,27620,53456,11779,221392,3405,16040,9357,48940,67567,19457,16220,52169,48890,48403,1468.21,9924.5,0,32317,43056,0,206694,605,0,104.59,2290.294,11189.4404,0,72317,20812,287.91915,1784.73,3177,7240,16172.0534,69826,11106.5,19584,0,4382,2689,0,1708.8764,0
23433,43169,81276,9035.85,28828.5,8350,5259,14800,50203,124776,104186,18757,44353.86,10314.5784,214596,194193,21836,2542,22590,53476,11922,221587,1978,42850,9359,49518,67571,19085,22740,78538,51261,50702,1486.38,9903,0,32321,46708.5,0,215807,5706,0,901.72,4289.4236,11725.1567,0,70357,44969,296.89815,3895.53,14459,11530,18662.893,69725,11119.5,23555,29700,4389,2769,0,960.3021,0
0,43212,80929,9693.61,22716.5,7820,5325,26940,102339,197603,170374,15850,32771.87,8315.8292,95747,189631,20088,6584,19780,53820,18197,369140,209,64020,36676,41353,70444,19286,33560,78243,48971,48759,1699.54,8810,20893,29574,69088,0,0,1421,0,0,26459.1011,12226.352,0,37681,119479,1.3083,58.55,2927,17270,16977.178,67984,17642,11282.5,43100,1609,7909,0,15626.5813,0
22518,43315,80795,5025.55,26445.5,24580,4945,16700,76041,120390,154043,11970,30718.72,10045.6174,233977,173881,21706,1764,21670,51699,16303,307733,0,57580,9366,48863,67825,20788,24710,82589,71427,71059,2508.99,4504.5,0,21683,47190,476,230062,26000,0,2064.69,5621.1892,12111.8205,0,73284,0,6513.247,11384.06,9994.5,10460,16522.8697,69953,11939.5,24443.5,27860,4184,2151,0,22680.0027,0
0,43561,81898,3587.39,14947.5,11470,0,0,75645,199721,51531,19140,36788.14,10778.1086,65658,170609,0,7075,19710,53955,15321,126863,0,17650,5917,47219,67982,20073,0,48521,41163,41315,0,4171,21060,21651,58588,0,0,22211,0,4960.95,778.3181,14175.6871,0,37246,0,7292.89365,16063.12,2952.5,7110,18514.2157,69992,21528,6534,0,8178,2375,0,0.0284,0
23541,43320,81584,5927.11,16105.5,11780,4027,3050,53918,176001,105494,5477,45711.95,10778.4026,151210,192274,0,7079,19200,53780,0,165100,23,8830,9382,46906,67533,20601,0,115849,99423,98456,611.9,7531.5,21037,21954,49013,0,0,32757,0,13808.42,28327.4495,12378.5184,0,37196,0,13823.75145,34071.04,3010.5,6500,2432.5305,69443,18510.5,12424.5,10240,7971,3410,0,3596.2935,0
0,42713,79909,5067.29,16084.5,7830,4877,2260,77262,212033,108235,19227,31155.74,8304.2456,108003,186716,19260,6223,19460,53753,14591,275936,890,39030,9349,44881,70287,19754,12450,32401,22581,21916,1168.98,1837.5,20798,21826,49486,476,0,36691,0,15984.07,12341.8483,11562.2898,0,37994,0,15200.60485,35325.67,3439,11140,16174.0775,68008,14562.5,32083.5,13810,1718,2548,0,2303.0112,0
45337,43065,80532,6061.68,22502.5,7810,15,9660,57991,122191,150545,18316,46230.09,10037.0522,166052,188692,20530,7917,18860,53326,17883,220820,0,22420,9348,47403,66987,18656,13340,79472,72795,72309,0,3358,0,21845,43349,0,162927,21876,0,6260.29,12958.7857,11385.9854,13355,74363,36862,4672.70835,20268.12,24919,6190,2928.8239,69317,14561,222,15050,6669,2390,0,0,0
43560,43182,82111,7163.55,22397,11250,1499,8770,75746,217114,165193,19131,45156.17,10152.3492,121866,194314,20819,6886,19180,53817,18560,164874,0,41470,9454,39505,67870,19965,12440,81988,72474,72454,0,12338.5,0,32033,50119.5,0,156212,35032,0,13313.55,23107.5495,12772.3026,0,37900,109500,15415.1759,29690.72,3121,14800,23727.3359,69344,18490,9341,29510,8919,2391,0,4996.7405,0
23879,43558,81691,5294.84,33643,26040,5401,27480,77092,223118,216936,5513,38763.33,11765.5664,238284,198668,21831,6991,31750,53872,18780,245491,0,77010,16871,46496,68430,20802,39540,115829,103429,101042,852.02,11787.5,21053,21643,67467,0,101895,19765,0,6799.09,0,12471.639,0,37351,88793,7799.5499,14314.98,13238.5,24850,19364.9128,70113,18574,2074,44400,8231,5985,0,1664.9202,0
23802,43272,80991,6165.99,27385,12740,3000,5630,70477,121907,102878,18438,41972.76,10389.0192,245155,168409,18329,2787,18860,53749,17706,276281,0,18160,16783,49715,67094,19596,15140,52766,48025,47557,527.26,5925.5,0,29620,37167,0,202861,40193,21199.918,18221.13,26471.5719,11404.7583,13456,74271,0,14974.38535,38562.89,9546,7170,14277.2834,69572,10855.5,17528,12700,4211,2390,0,0,0
0,43417,81807,5088.86,21771,12230,0,8230,78740,222815,154165,19412,29778.45,10397.6432,163483,194290,0,7235,20190,53837,15345,307262,0,41410,9349,43782,67970,20629,12610,119249,103602,103396,1216.98,4057.5,21054,21844,58046.5,0,24719,30683,0,11108.91,0,13744.9719,0,37298,0,13700.66915,26569.32,7420.5,12130,6356.7744,69455,19759,28522.5,14410,7949,2531,0,23539.175,0
23914,43317,57701,5576.04,4398,7840,1926,0,23447,95999,0,18414,39675.64,10164.8638,178896,126179,0,2693,19710,53763,11808,221199,0,0,9395,50146,67657,19555,0,46626,42087,41485,670.07,2254,0,21656,28530,0,144351,14483,22347.8564,4864.21,27711.6673,12476.2009,13524,74220,0,3998.06115,23223.39,3457.5,0,58.6306,70543,16078,1065.5,0,4362,2527,0,11344.2869,0
0,43066,82004,7760.19,4955,23970,4444,0,20127,69163,51783,18764,31447.08,8746.0394,41457,179894,0,7062,22800,53836,14832,333389,6183,12410,9395,46718,71142,20049,0,28414,21491,21033,570.99,8880.5,21119,31196,35168,0,0,1,0,0,17846.159,13236.924,0,37704,0,0,0,3100.5,3800,14820.0748,69500,16182,28694.5,0,2100,3462,0,19740.6237,0
0,43329,80357,4177.5,5607,12320,0,7450,78005,152923,51677,19103,38848.28,10296.37,93403,173427,0,7257,19370,53838,18246,126591,0,4330,9345,47789,67994,20212,830,77820,67433,66949,0,3202.5,0,21657,47682.5,0,127853,36882,0,11067.21,0,11925.1627,0,38204,0,15051.15215,33762.5,3323,360,4985.4258,70413,18523,29110.5,0,6337,2330,0,8513.8209,0
2770,43108,81630,6016.94,16384,11300,783,0,54793,120067,102770,19152,38206.86,10280.6508,59890,190979,0,7233,19210,53810,17465,126396,5941,11460,9364,38863,67720,19931,0,82405,76309,75074,805.47,9890,0,43462,39017,0,93648,4935,0,1209.43,14857.6744,12924.8757,0,38103,17500,2533.6717,5833.55,3094.5,3890,2225.4841,69297,18517,29493.5,10320,6420,2373,0,287.2687,0
23536,43478,81824,7406.42,11686.5,12810,0,7510,50551,145976,98480,18427,38399.98,10156.3476,178362,197447,0,2672,19320,53913,18442,166457,255,16540,9322,51456,68236,20041,11690,80185,69394,68992,0,6014,0,21651,39366,0,161125,10567,0,0,10197.9264,12813.3293,0,38089,1,1631.03885,,3158.5,6800,9545.4092,70312,16367.5,0,11880,6772,2340,0,22222.4705,0
23469,43146,80524,3972.45,0,7960,941,2340,59532,100717,47448,14198,35256.47,9912.0238,80638,162621,18888,7741,19150,53750,18071,215640,0,1860,5908,44620,67578,20269,0,94157,73228,71941,0,4231.5,20936,21836,34977.5,0,24866,36168,0,13700.18,26505.1238,10322.4466,0,37998,2,13525.35185,35536.33,3151.5,0,2246.0146,69525,18511,2216,0,7084,2325,0,21085.2592,0
0,43048,80241,9520.94,22523,9360,4965,19570,47561,135889,158631,10621,27307.96,7687.365,55540,147394,20490,7300,19900,53840,15803,333201,2264,28800,23951,45492,70376,19883,28720,78009,66461,66431,1669.9,8733,20922,29618,37852.5,0,0,27122,0,8925.24,25963.1992,12381.3348,0,38003,96809,12637.96085,32471.85,3033.5,5940,6401.8291,67684,14888.5,25976.5,28500,1522,3496,0,3690.2694,0
45657,43154,81108,10919.98,18200,7390,5421,17350,40616,101221,149498,17644,38166.12,10651.0418,114608,174842,0,8216,18990,53804,17394,166239,2759,42540,30854,48325,67156,19566,14130,78454,59064,58893,789.15,3608,0,44460,48620.5,0,104622,27342,0,11551.26,7226.1882,11462.4454,13300,74383,87205,11801.2281,25445.76,4012.5,11300,2370.4623,69522,12179,25769,14900,7095,5917,0,3636.2424,0
23678,43261,81145,4895.67,18361,14800,49,11800,59532,103783,161754,19467,40409.54,10784.3806,106984,172731,20931,7075,19780,53790,17352,332033,0,27640,9391,45738,67944,20703,10220,106756,84334,84165,1195.22,3876,20993,21644,59381.5,0,420,0,0,0,842.4497,13374.7306,0,37143,0,0,0,3025.5,9980,9665.2176,69389,17850,25783.5,26620,6444,2520,0,8715.6828,0
47291,43619,81984,7450.09,28359,25620,491,24640,75833,159372,212944,18779,45110.59,11046.2758,242465,196767,22295,7660,28710,51838,6905,306872,0,87070,17208,47392,68035,19819,35840,110103,92144,90346,2003.24,10565,0,29630,49387,476,234945,16273,15286.8306,0,930.506,11670.3653,0,36662,83873,7448.89375,,10233.5,16990,26657.07,70441,12840,15064,44410,10561,2433,9398,19412.2421,0
23428,43299,81814,6183.56,33345.5,24640,5270,24070,54897,176806,222098,5502,41394.14,11750.0334,237070,194324,21518,7025,41470,53878,16392,306985,0,72420,17209,48056,67978,20458,28040,119346,99512,98319,2546.97,11654.5,21049,21825,67197,0,73127,0,5302.1748,0,1671.6287,12552.1948,0,38201,43360,0,120.12,10142,16400,19327.8555,70060,18574.5,702,42950,8383,4786,0,0,0
0,43231,81221,3586.36,2776,8370,0,0,50920,37535,0,19028,27363.22,9167.6354,40442,168175,0,6624,19600,53734,17875,221431,0,7050,5926,49546,70953,20426,0,49830,48253,48045,1383.42,1987,20978,11970,34276,0,0,33720,0,17298.42,2376.4546,12690.6659,0,37001,714,15356.42365,35766.96,3063.5,0,6899.4063,68620,17343.5,29972,0,3822,2548,0,15562.5475,0
